,file_id,num_vertices,num_faces,num_geometrical_degenerated_faces,num_combinatorial_degenerated_faces,num_connected_components,num_boundary_edges,num_duplicated_faces,euler_characteristic,num_self_intersections,num_coplanar_intersecting_faces,vertex_manifold,edge_manifold,oriented,total_area,min_area,p25_area,median_area,p75_area,p90_area,p95_area,max_area,min_valance,p25_valance,median_valance,p75_valance,p90_valance,p95_valance,max_valance,min_dihedral_angle,p25_dihedral_angle,median_dihedral_angle,p75_dihedral_angle,p90_dihedral_angle,p95_dihedral_angle,max_dihedral_angle,min_aspect_ratio,p25_aspect_ratio,median_aspect_ratio,p75_aspect_ratio,p90_aspect_ratio,p95_aspect_ratio,max_aspect_ratio,solid,ave_area,ave_valance,ave_dihedral_angle,ave_aspect_ratio
10,100478,4585,9170,0,0,1,0,0,0,0,0,1,1,1,2083.424559,0.002868002326,0.01267377646,0.06734403787,0.2493759349,0.308245727,1.074577988,7.742693995,4.0,5.0,6.0,6.0,7.0,8.0,11.0,0.0,0.0,0.0163893625,0.08908997759,0.2012097888,1.570796327,1.570796327,1.000408729,1.464572502,2.005204796,3.140460889,4.337739357,4.763227703,11.76145189,1,0.227200061,6.0,0.1347397291,2.484681557
11,100500,181,466,0,0,1,0,28,56,176,83,0,0,0,7131.767844,3e-05,1.051246072,1.997109147,8.196555721,31.35484684,92.31285342,365.9944094,3.0,5.0,6.0,7.0,9.0,11.0,19.0,0.0,5.33e-06,0.007598399783,1.570794584,1.570806572,1.585587023,3.141592654,1.027046755,3.147165625,4.799862472,12.89131334,245.0498011,127929.6064,347152559308270.0,0,15.30422284,6.53038674,0.6580485753,1579188158376.0
12,100507,9352,18708,0,0,1,0,0,-2,0,0,1,1,1,9631.360906,3.97e-06,0.1293594322,0.3087230046,0.5153261073,1.031922863,1.645952452,21.8477179,3.0,6.0,6.0,6.0,7.0,7.0,18.0,0.0,0.0001120080911,0.0469156348,0.148209764,0.1897738142,0.4254206139,1.85843663,1.000346452,1.267173767,1.440614536,2.553636097,5.353052525,10.29126284,166587.8636,1,0.5148257914,6.001283148,0.1163894104,31.66687897
13,1005266,3736,7472,0,0,1,0,0,0,118,54,1,1,1,8059.414234,2e-06,0.0290304987,0.147469028,0.3223842932,0.8306131661,1.045158109,147.2557541,3.0,4.0,5.0,7.0,9.0,10.0,73.0,0.0,0.0,0.01526172599,1.570796327,1.570796327,1.570926223,3.141592654,1.006911426,4.393400083,16.96146659,53.64892947,221.2690173,1019.253167,3073347.589,0,1.078615395,6.0,0.5399742576,1564.69782
14,1005268,4911,9818,0,0,1,0,0,2,48,23,1,1,1,8928.180899,2e-06,0.02221061406,0.1259419219,0.297373194,0.6537476442,1.044740746,132.4182693,3.0,4.0,5.0,7.0,9.0,10.0,83.0,0.0,0.0,0.02470568297,1.570766489,1.570796327,1.570916531,3.141592654,1.002879004,4.694040685,17.32934141,55.72638815,207.2958474,744.9450218,2431161.472,0,0.9093685984,5.997556506,0.5365932897,3657.712205
15,1005269,2433,4862,0,0,1,0,0,2,24,12,1,1,1,5057.4556,2e-06,0.02647013414,0.137155449,0.3134877729,0.8062162561,1.047312792,95.94027051,3.0,4.0,5.0,7.0,9.0,10.0,90.0,0.0,0.0,0.02186189747,1.570796327,1.570796327,1.571000226,3.141592654,1.001364217,4.622811346,16.3407175,53.18891393,180.937125,620.7384202,91914504.94,0,1.040200658,5.995067818,0.536466232,20090.58268
16,1005270,3798,7592,0,0,1,0,0,2,18,9,1,1,1,7490.018678,4e-06,0.02716667173,0.1371595475,0.3106742393,0.7928023294,1.046554441,98.51576615,3.0,4.0,5.0,7.0,9.0,10.0,100.0,0.0,0.0,0.02170062276,1.570796327,1.570796327,1.570930699,3.141592654,1.002879004,4.693262441,16.53962226,54.06310928,193.6747783,745.0939674,24615034.67,0,0.9865672653,5.996840442,0.5380789656,4456.769394
17,1005272,3176,6348,0,0,1,0,0,2,91,41,1,1,1,6645.540341,2e-06,0.0266571877,0.1477810611,0.3286273777,0.8302135177,1.0492234,113.9840201,3.0,4.0,5.0,7.0,9.0,10.0,82.0,0.0,0.0,0.02224674012,1.570771368,1.570796327,1.570887859,3.141592654,1.000654087,4.598115962,17.04517995,56.49260555,215.565995,713.5403755,2499784.528,0,1.046871509,5.996221662,0.5399428777,2598.634169
18,1005275,4818,9632,0,0,1,0,0,2,62,31,1,1,1,8745.557272,2e-06,0.02188857933,0.1231231742,0.2982248872,0.8106216282,1.047798937,121.802974,3.0,4.0,5.0,7.0,9.0,10.0,106.0,0.0,0.0,0.02127583988,1.570719344,1.570796327,1.571070092,3.141592654,1.000009803,4.965413063,18.39435275,63.918426,235.8108934,773.121076,136869881.4,0,0.9079689859,5.99750934,0.5308959987,16759.30934
19,1005281,4713,9426,0,0,1,0,0,0,85,38,1,1,1,8448.352597,4e-06,0.0261718929,0.132126813,0.311478999,0.8302135177,1.168074115,122.7128723,3.0,4.0,5.0,7.0,9.0,11.0,94.0,0.0,0.0,0.01766480937,1.570704806,1.570796327,1.570913196,3.141592654,1.002879004,4.694125827,17.35865462,58.14098321,200.0116013,595.4722049,107604157.4,0,0.8962818371,6.0,0.5299103449,35495.939
20,1005285,314,624,0,0,1,0,0,2,0,0,1,1,1,170.8255312,0.04409519788,0.1212556893,0.2776467595,0.3800023981,0.393839967,0.5769110158,0.576915854,4.0,5.0,6.0,6.0,7.0,8.0,24.0,0.0,4.86e-06,0.1599447795,0.2598757741,0.2629099374,1.068179344,1.570796327,1.113282124,1.192881593,1.263311564,1.566136782,2.418291711,5.148439157,5.148466503,1,0.2737588641,5.961783439,0.1899533677,1.681417426
21,1005288,4519,9034,0,0,1,0,0,2,80,38,1,1,1,8613.060178,2e-06,0.02746537042,0.1391975421,0.3139305923,0.8239880189,1.047317284,102.2632959,3.0,4.0,5.0,7.0,9.0,10.0,66.0,0.0,0.0,0.02138744933,1.570796327,1.570796327,1.570923884,3.141592654,1.00002802,4.488466501,16.33220544,52.65919098,170.7594078,527.0688887,161580638.2,0,0.9534049345,5.997344545,0.5400538477,26094.20539
22,100638,156,304,0,0,2,0,0,4,0,0,1,1,1,800.5407254,0.02746747998,1.049986875,1.535784623,3.200130766,6.78875551,8.907804698,9.214712547,3.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0,3.74e-07,0.1765847554,1.561805442,1.570796327,1.748158211,1.05332003,2.29594503,2.989901691,7.883159301,29.82879075,34.72541883,1768.083977,1,2.633357649,5.846153846,0.3236423789,28.61878562
23,100642,4420,8844,0,0,1,0,0,-2,0,0,1,1,1,798.9060154,8.84e-07,0.01575113138,0.05223079937,0.09730295858,0.1926976396,0.3672698798,3.4426625,3.0,5.0,6.0,6.0,7.0,8.0,18.0,0.0,0.0,0.0007954982874,0.0257404236,0.07903574601,1.539383713,1.69678191,1.001315483,1.619856165,2.596906438,3.070945965,4.962237149,9.812305552,5136.562852,1,0.09033310893,6.002714932,0.1283146667,15.36555019
24,100646,4814,9624,0,0,1,0,0,2,0,0,1,1,1,1334.353491,0.000653408329,0.009203340021,0.01840761069,0.03681518394,0.1472469041,0.2208812998,33.0258222,4.0,5.0,6.0,7.0,7.0,7.0,32.0,0.0,1.11e-16,3.79e-05,0.0001514407712,0.1355370663,0.3093583512,1.570799563,1.00461357,1.758859631,3.592942714,3.593407864,6.846065031,7.163975398,83.69519122,1,0.138648534,5.99750727,0.04720169534,3.931041959
25,100678,248,496,3,0,1,0,0,0,15,5,1,1,1,4723.163718,0.0,1.755154856,11.12553778,15.29301725,19.24497176,19.24503075,25.84651017,3.0,5.0,6.0,7.0,7.0,8.0,11.0,0.0,7.78e-07,5.71e-06,0.6523607715,1.107145839,1.570796327,3.141592654,1.0,1.0,1.031806727,2.292358544,5516.816562,51473.71695,2303281.369,0,9.522507497,6.0,0.371192737,25115.07823
26,100681,248,496,0,0,1,0,0,0,3,2,1,1,1,80235.15133,5.33e-20,29.81579019,188.9960691,259.7915857,326.9255925,326.9263764,439.0699836,3.0,5.0,6.0,7.0,7.0,8.0,11.0,0.0,5.88e-07,4.32e-06,0.652360755,1.107147669,1.570796327,3.141592654,1.0,1.0,1.031806261,2.402393328,7245.346832,51960.27035,930894944468.0,0,161.764418,6.0,0.3649851745,3213775011.0
27,100815,3046,6084,0,0,2,0,0,4,0,0,1,1,1,486.5239757,0.01508218633,0.02781375216,0.03280405131,0.088786878,0.1532400528,0.2274501601,1.746408979,4.0,6.0,6.0,6.0,7.0,7.0,12.0,0.0,2.15e-07,0.01297279061,0.05240314422,0.1108398994,0.2087274114,1.570796327,1.009479205,1.637634028,1.959956397,2.746676215,2.867113666,4.970544749,5.372980785,1,0.07996778036,5.992120814,0.0603107626,2.332714562
28,101168,11297,22824,0,0,3,0,0,-115,1433,375,0,1,1,55091.64294,1.98e-06,0.05252055405,0.3027843134,1.320886271,3.863974983,8.428840091,257.523663,3.0,5.0,5.0,6.0,8.0,10.0,90.0,0.0,0.0,0.001553253508,1.284292847,1.570796327,1.579177497,3.141592654,1.000027015,2.341644805,9.438923428,75.77019018,1836.093588,20772.29279,15706523664.0,0,2.41375933,6.061078162,0.4826975711,5768682.32
29,101170,72,144,0,0,1,0,0,0,0,0,1,1,1,13761.70174,0.2156681635,0.2722090203,3.11816027,13.66108793,40.50214323,683.31164,3390.231034,4.0,5.0,5.0,6.0,6.0,16.0,21.0,0.0,0.0,0.03574232435,1.570796327,1.570796327,1.570796488,1.570799886,1.336724383,1.449074169,15.25947836,57.2297495,203.7003403,506.1952795,129445.2168,1,95.56737317,6.0,0.5817766417,1746.484505
30,101187,72,144,0,0,1,0,0,0,0,0,1,1,1,13665.76412,0.1639052955,0.206875689,3.11816027,13.6610883,40.50214323,683.3116681,3390.231148,4.0,5.0,5.0,6.0,6.0,16.0,21.0,0.0,0.0,0.03574240387,1.570796327,1.570796327,1.570796451,1.570800673,1.232734212,1.314362842,16.72855139,62.13158656,203.7003339,506.1952741,129445.1208,1,94.9011397,6.0,0.581776624,1747.26116
31,1012236,16877,33558,0,0,1,278,0,-41,127,0,0,1,1,26649.32972,8.72e-06,0.07537568858,0.1183760215,0.268270038,1.205930548,3.489162416,321.8816609,3.0,6.0,6.0,6.0,7.0,7.0,51.0,0.0,0.001804957388,0.02856715858,0.09975635273,0.1963710911,1.552216153,2.625154814,1.000705267,1.801237426,3.181993495,3.543531487,17.81574759,55.08228855,2799963.309,0,0.7941274723,5.981631807,0.1551177896,211.6762422
32,101250,224,448,0,0,1,0,0,0,10,4,1,1,1,2.645248606,0.0002281553084,0.002938597418,0.004566195253,0.008671043179,0.01202201321,0.01202211638,0.02161917648,3.0,4.0,5.0,7.0,8.0,10.0,25.0,0.0,0.0,0.5235885002,1.546469338,1.570796327,1.570796327,3.141592654,1.067941735,1.60464825,1.809250315,2.39412701,3.841477829,9.740604431,3112.924379,0,0.005904572781,6.0,0.7455697802,23.19655941
33,101331,16929,33858,0,0,1,0,0,0,8,5,1,1,1,19108.22447,3.09e-05,0.04183722459,0.2202614834,0.66310286,1.962001234,2.591960703,11.09375,3.0,5.0,6.0,6.0,7.0,8.0,15.0,0.0,0.0,0.001011788127,0.03889324376,0.1721685751,1.33834445,3.141592654,1.000020154,1.796135245,3.115133401,3.370902512,5.70772245,6.215232141,78653.82553,0,0.5643636504,6.0,0.1089387767,8.973257889
34,101332,35300,70600,0,0,1,0,0,0,102,37,1,1,1,11659.18241,4.69e-08,0.0383463772,0.09836234061,0.1496037902,0.2980500781,0.5192723731,2.381903927,3.0,6.0,6.0,6.0,7.0,8.0,15.0,0.0,3.98e-05,0.01133960905,0.04870526723,0.1990486456,1.39923174,3.141592654,1.000468898,2.784712659,2.921538016,3.061105407,8.760952812,83.18633924,10624166.7,0,0.1651442268,6.0,0.1500410975,3870.020349
35,101341,9697,19410,0,0,1,0,0,-8,0,0,1,1,1,3161.675251,0.003018813273,0.03835677257,0.07088598863,0.1417012692,0.3570125242,0.7140250484,2.944972213,4.0,5.0,6.0,6.0,7.0,8.0,13.0,0.0,0.0,5.26e-15,0.06399250243,1.568145093,1.570796327,1.764917603,1.000051587,1.374849713,2.108010609,2.894286712,4.008733285,5.285904808,59.81766756,1,0.1628889877,6.004949985,0.2126538708,2.47959053
36,101548,7436,14968,0,0,1,0,0,-48,0,0,1,1,1,26653.89043,0.02161915166,0.1533826943,0.3429506363,0.7373042299,1.227029705,1.227081496,962.5,5.0,5.0,6.0,6.0,6.0,6.0,128.0,0.0,0.0,0.04393962176,1.570796327,1.570796327,1.570796327,1.570796327,1.331739717,10.45565559,51.62364572,97.62236027,386.8620236,926.2110454,187984.8553,1,1.780724908,6.0387305,0.504107088,269.847509
37,101560,320,640,0,0,1,0,0,0,0,0,1,1,1,12265.30678,0.7071067812,1.043002251,4.299343118,22.04963007,28.2626742,34.26998776,335.4641361,5.0,5.0,5.0,6.0,9.0,10.0,11.0,0.0,0.0,0.02454282286,1.570796327,1.570796327,1.570796327,1.590403602,1.269529006,1.49691758,1.93688589,6.48332583,10.47583833,14.10615358,21.69849369,1,19.16454185,6.0,0.5760383051,4.602101725
38,101636,8972,17940,0,0,1,0,0,2,0,0,1,1,1,326.2364386,0.004097078141,0.01176708692,0.01552799023,0.02251774016,0.03049399936,0.0364215877,0.09405166581,3.0,5.0,6.0,7.0,7.0,8.0,10.0,3.51e-08,0.01674123307,0.0287558051,0.0414616423,0.05525057238,0.06424056285,0.1525766597,1.000024631,1.09059601,1.221701667,1.442006277,1.87504766,2.188896729,49.33413322,1,0.0181848628,5.998662506,0.03058596567,1.399750718
39,1016856,990,1992,0,0,1,0,0,-6,0,0,1,1,1,6378.384992,0.01901010267,0.6448168032,1.4129694,2.637309103,4.166681153,6.975696694,159.921875,3.0,5.0,5.0,6.0,7.0,9.0,37.0,0.0,0.0,0.0,1.570796327,1.570796327,1.570796327,2.96313522,1.024695742,3.979771277,9.672597796,15.60733133,60.52508671,207.4838696,86655.49734,1,3.202000498,6.036363636,0.5529507815,251.1036951
40,1016874,990,1992,0,0,1,0,0,-6,0,0,1,1,1,6378.384992,0.01901010267,0.6448168032,1.4129694,2.637309103,4.166681153,6.975696694,159.921875,3.0,5.0,5.0,6.0,7.0,9.0,37.0,0.0,0.0,0.0,1.570796327,1.570796327,1.570796327,2.96313522,1.024695742,3.979771277,9.672597796,15.60733133,60.52508671,207.4838696,86655.49734,1,3.202000498,6.036363636,0.5529507815,251.1036951
41,1017010,712,1396,0,0,7,0,0,15,174,0,0,0,1,8347.169912,0.1633236287,0.4191282409,0.884465896,5.059530694,13.62214403,32.76069497,193.5,3.0,6.0,6.0,6.0,6.0,7.0,9.0,0.0,4.18e-06,0.5403766117,0.8813633027,1.435269509,1.570796327,2.209661744,1.02642867,1.618117209,2.458320901,3.991268716,5.403592055,8.957520118,60.86685524,0,5.979348075,5.879213483,0.554179332,3.619532833
42,1017016,2994,5934,6,0,27,0,4,101,6151,469,0,0,1,27170.63896,0.0,0.06910481591,0.3777056409,2.212139397,7.90623745,16.94555806,459.5844084,3.0,5.0,6.0,6.0,6.0,7.0,32.0,0.0,1.72e-06,0.1250830086,0.7853918056,1.420487751,1.570796327,2.591689196,1.0,1.326421727,2.907141009,13.60715293,122.1354622,195.4663187,1136.93922,0,4.5788067,5.896459586,0.4251629482,34.56236582
43,1018273,240,480,0,0,1,0,0,0,0,0,1,1,1,7316.995752,0.005237467869,0.7831568432,1.880092046,5.91947227,20.0,72.55020361,530.923337,3.0,5.0,5.0,6.0,8.0,10.05,22.0,0.0,0.0,0.004223307965,1.570796327,1.570796327,1.570796327,1.570796327,1.045417177,3.602859573,5.395967043,14.92955306,44.37812343,110.6731894,461.5263063,1,15.24374115,6.0,0.5696282477,22.16089278
44,1018275,240,480,0,0,1,0,0,0,0,0,1,1,1,7704.38876,0.005237467869,0.9202095779,2.190398344,5.142032376,26.06016245,55.82500065,530.9233281,3.0,5.0,5.0,6.0,8.0,9.05,23.0,0.0,0.0,0.004225413659,1.570796327,1.570796327,1.570796327,1.570796327,1.045417067,4.738164709,6.28345182,14.92881861,42.76658553,109.8812756,1066.522596,1,16.05080992,6.0,0.5696282619,24.15051098
45,1018276,1330,2668,0,0,1,0,0,-4,0,0,1,1,1,7590.266198,0.0003557796099,0.2392228647,0.4598334582,0.8109130894,4.162576144,4.162587658,546.7370396,3.0,6.0,6.0,6.0,6.0,7.0,16.0,0.0,1.32e-06,0.07697561898,0.1897821506,0.2617903239,1.570796327,1.684525443,1.000638999,1.366137939,1.562461467,3.268640627,10.16063634,28.13246974,224558.732,1,2.844927361,6.018045113,0.2095189763,1005.995258
46,1018278,1040,2084,0,0,1,0,0,-2,0,0,1,1,1,7210.287678,0.08381972989,0.4661473093,0.5231407459,0.737520811,5.683729708,6.101189302,546.7370264,4.0,6.0,6.0,6.0,6.0,7.0,15.0,0.0,6.9e-07,0.06416316386,0.1609794735,0.2617968426,1.570796327,1.577830939,1.002618548,1.34391417,1.448868267,2.311255052,10.69979076,49.2076656,62513.96541,1,3.45983094,6.011538462,0.2004730802,221.3627661
47,1018279,1826,3656,0,0,1,0,0,-2,0,0,1,1,1,7622.389582,0.0004527539002,0.2385701574,0.4881722222,0.7375191798,4.056996077,5.683733442,546.7370264,3.0,5.0,6.0,6.0,7.0,7.0,24.0,0.0,0.0,0.06416135574,0.1848560946,1.570796327,1.572610459,2.251159975,1.002618548,1.370244223,1.610201236,3.503878517,11.30284761,37.42661193,62513.96541,1,2.084898682,6.006571742,0.3663247507,141.575457
48,1018295,256,512,0,0,1,0,0,0,0,0,1,1,1,7903.245,0.005237467869,0.881052294,2.725901872,8.249999888,26.24999666,60.61000128,530.923337,3.0,5.0,5.0,6.0,8.0,9.25,23.0,0.0,0.0,0.004223307965,1.570796327,1.570796327,1.570796327,1.570796327,1.045417177,4.007604397,6.02952775,14.60872244,45.22849698,110.5274026,759.4949608,1,15.43602539,6.0,0.5831138675,24.02619605
49,101881,28471,56946,0,0,1,0,0,0,0,0,0,0,1,220345.8172,4.68e-05,0.001142037914,0.002563836809,0.19631494,1.49192094,3.749843859,7080.5,3.0,6.0,6.0,6.0,6.0,7.0,36.0,0.0,0.006459895312,0.06332668741,0.1177731515,0.1470749661,1.208019603,3.141592654,1.000706996,1.254923613,2.358628417,44.75130955,306.3160872,674.3233728,131412.1168,1,3.869381821,6.000280988,0.1463079396,111.0253224
50,101956,664,1587,0,0,2,0,1,-1,21,16,0,0,0,32839.72205,4.56e-06,0.8878415932,5.64127559,24.2246643,52.85700036,89.92426938,783.9992107,3.0,5.0,6.0,8.0,9.0,11.0,21.0,0.0,0.0,0.0206862113,1.570796327,1.570796327,1.570796327,3.141592654,1.032093682,2.023973388,4.391199645,18.31182555,81.48867479,203.1786557,298025081994.0,0,20.69295655,6.78313253,0.4987644096,244768373.0
51,102037,9918,19812,0,0,8,0,0,12,599,281,1,1,1,2787.887226,5e-07,0.001234708102,0.01634912146,0.1034702719,0.3747907081,0.5488639095,24.77097777,3.0,4.0,5.0,7.0,9.0,11.0,69.0,0.0,0.0,0.05735376558,0.8975114757,1.570796327,1.577714876,3.141592654,1.007062743,2.618320162,6.993619505,34.86413869,227.2667197,1019.41199,7109867.892,0,0.1407171021,5.992740472,0.5211247975,8467.568038
52,102309,792,1588,0,0,5,0,0,-2,927,0,0,1,0,79.0149344,1.33e-05,0.002784715706,0.01308002727,0.04351042579,0.09740165458,0.209288833,1.71989948,4.0,5.0,5.0,7.0,7.0,9.0,20.0,0.0,0.0,2.07e-06,1.570796327,1.570796327,1.570796327,2.273085318,1.017190377,3.189941415,4.989622189,10.48402712,15.83567522,28.08718825,249.8521736,0,0.04975751536,6.015151515,0.5244031023,9.631356166
53,1028707,17187,34360,0,0,2,12,0,1,4,0,1,1,1,24412.26841,1.74e-06,0.07691474378,0.2015606825,0.6213736077,1.32948122,2.144450528,108.9833789,3.0,5.0,6.0,6.0,8.0,8.0,60.0,0.0,0.0001873089176,0.05436859398,0.1647044688,1.557145662,1.579867211,3.141557315,1.000027171,1.533398989,2.738672958,9.211918644,30.45297854,86.68930617,435871.1269,0,0.710485111,5.998254495,0.3002483723,72.68567282
54,1028708,20921,41806,0,0,9,0,0,18,4,0,1,1,1,53302.2319,1.48e-07,0.2098312437,0.5390025897,1.241093587,3.485705957,4.830212457,185.5045958,3.0,5.0,6.0,6.0,7.0,8.0,63.0,0.0,0.0003581932695,0.04647449228,0.1070992356,1.557105885,1.582977619,2.957702356,1.000020931,1.381507778,2.070424894,5.29260924,16.52850603,35.51108864,399578645.6,0,1.274989999,5.994837723,0.2755367634,9752.720342
55,103044,16288,32576,0,0,1,0,0,0,50,6,1,1,1,9185.244865,0.0005964411857,0.05955835828,0.1505890731,0.3503574512,0.6048842528,1.050627144,3.253214297,4.0,4.0,5.0,8.0,8.0,8.0,14.0,0.0,1.43e-05,0.003788729188,0.02822109333,0.08899267532,0.2122409872,3.141592654,1.000243127,1.46181558,2.207405804,3.985889851,7.572351486,9.943137374,15607.39389,0,0.281963558,6.0,0.06649111001,5.413313428
56,103082,349,706,0,0,1,0,0,-4,7,3,1,1,1,4802.163509,1.07e-07,0.9555569686,1.555822758,4.833509246,14.9747492,32.6081279,216.1638738,3.0,5.0,6.0,6.0,8.0,10.0,19.0,0.0,2.99e-07,1.14e-05,1.570793629,1.570796715,1.570798207,3.141592654,1.057603939,1.392828559,2.181342769,8.578935767,57.32235947,445.25878,3782990501736.0,0,6.801931316,6.068767908,0.5026321127,6855186596.0
57,103141,8391,16778,0,0,1,0,0,2,0,0,1,1,1,12825.83265,0.001131130014,0.1258394826,0.2423900347,0.6585203912,0.9059386797,3.064418946,30.85507008,4.0,6.0,6.0,6.0,6.0,6.0,86.0,0.0,1.06e-05,0.04157196014,0.06499741433,0.1336348757,0.1337470293,1.570963267,1.002107925,1.41489462,2.388067408,3.452303746,3.536528107,6.752591169,35969.11703,1,0.7644434767,5.998569896,0.08374622215,11.81006549
58,103142,1740,3484,0,0,1,0,0,-2,0,0,1,1,1,22420.00313,0.003842215505,0.7482774758,1.194966228,1.980003559,7.981358603,46.02482037,257.0117287,3.0,5.0,6.0,6.0,7.0,8.0,23.0,0.0,0.001415208075,0.04099048439,1.519116025,1.584532653,1.594490707,2.292221814,1.003098798,1.851609785,10.31826293,29.61058337,98.66708756,502.4703222,374634.4034,1,6.43513293,6.006896552,0.5031950383,584.638308
